Unnamed: 0,sms,spam,Unnamed: 3,sms_processed,tokens
633,Omg it could snow here tonite!,False,,omg it could snow here tonite,"['omg', 'could', 'snow', 'tonite']"
634,Don no da:)whats you plan?,False,,don no dawhats you plan,"['dawhats', 'plan']"
635,Don no da:)whats you plan?,False,,don no dawhats you plan,"['dawhats', 'plan']"
636,I want  &lt;#&gt;  rs da:)do you have it?,False,,i want  ltgt  rs dado you have it,"['want', 'ltgt', 'rs', 'dado']"
637,"Good morning, im suffering from fever and dysentry ..will not be able to come to office today.",False,,good morning im suffering from fever and dysentry will not be able to come to office today,"['good', 'morning', 'im', 'suffering', 'fever', 'dysentry', 'able', 'come', 'office', 'today']"
638,U still painting ur wall?,False,,u still painting ur wall,"['u', 'still', 'painting', 'ur', 'wall']"
639,The monthly amount is not that terrible and you will not pay anything till 6months after finishing school.,False,,the monthly amount is not that terrible and you will not pay anything till 6months after finishing school,"['monthly', 'amount', 'terrible', 'pay', 'anything', 'till', '6months', 'finishing', 'school']"
640,S:-)kallis wont play in first two odi:-),False,,skallis wont play in first two odi,"['skallis', 'wont', 'play', 'first', 'two', 'odi']"
641,Then Ã¼ wait 4 me at bus stop aft ur lect lar. If i dun c Ã¼ then i go get my car then come back n pick Ã¼.,False,,then ã¼ wait 4 me at bus stop aft ur lect lar if i dun c ã¼ then i go get my car then come back n pick ã¼,"['ã¼', 'wait', '4', 'bus', 'stop', 'aft', 'ur', 'lect', 'lar', 'dun', 'c', 'ã¼', 'go', 'get', 'car', 'come', 'back', 'n', 'pick', 'ã¼']"
642,"Happy new year to u and ur family...may this new year bring happiness , stability and tranquility to ur vibrant colourful life:):)",False,,happy new year to u and ur familymay this new year bring happiness  stability and tranquility to ur vibrant colourful life,"['happy', 'new', 'year', 'u', 'ur', 'familymay', 'new', 'year', 'bring', 'happiness', 'stability', 'tranquility', 'ur', 'vibrant', 'colourful', 'life']"
643,S.i think he is waste for rr..,False,,si think he is waste for rr,"['si', 'think', 'waste', 'rr']"
644,Yes.mum lookin strong:),False,,yesmum lookin strong,"['yesmum', 'lookin', 'strong']"
645,"Hi. Hope ur day * good! Back from walk, table booked for half eight. Let me know when ur coming over.",False,,hi hope ur day  good back from walk table booked for half eight let me know when ur coming over,"['hi', 'hope', 'ur', 'day', 'good', 'back', 'walk', 'table', 'booked', 'half', 'eight', 'let', 'know', 'ur', 'coming']"
646,"Itâ€˜s reassuring, in this crazy world.",False,,itâs reassuring in this crazy world,"['itâs', 'reassuring', 'crazy', 'world']"
647,Yoyyooo u know how to change permissions for a drive in mac. My usb flash drive,False,,yoyyooo u know how to change permissions for a drive in mac my usb flash drive,"['yoyyooo', 'u', 'know', 'change', 'permissions', 'drive', 'mac', 'usb', 'flash', 'drive']"
648,Buy one egg for me da..please:),False,,buy one egg for me daplease,"['buy', 'one', 'egg', 'daplease']"
649,Are u coming to the funeral home,False,,are u coming to the funeral home,"['u', 'coming', 'funeral', 'home']"
650,"Den only weekdays got special price... Haiz... Cant eat liao... Cut nails oso muz wait until i finish drivin wat, lunch still muz eat wat...",False,********,den only weekdays got special price haiz cant eat liao cut nails oso muz wait until i finish drivin wat lunch still muz eat wat,"['den', 'weekdays', 'got', 'special', 'price', 'haiz', 'cant', 'eat', 'liao', 'cut', 'nails', 'oso', 'muz', 'wait', 'finish', 'drivin', 'wat', 'lunch', 'still', 'muz', 'eat', 'wat']"
651,I didnt get anything da,False,,i didnt get anything da,"['didnt', 'get', 'anything', 'da']"
652,Goin to workout lor... Muz lose e fats...,False,,goin to workout lor muz lose e fats,"['goin', 'workout', 'lor', 'muz', 'lose', 'e', 'fats']"
653,Yup he msg me: is tat yijue? Then i tot it's my group mate cos we meeting today mah... I'm askin if Ã¼ leaving earlier or wat mah cos mayb Ã¼ haf to walk v far...,False,,yup he msg me is tat yijue then i tot its my group mate cos we meeting today mah im askin if ã¼ leaving earlier or wat mah cos mayb ã¼ haf to walk v far,"['yup', 'msg', 'tat', 'yijue', 'tot', 'group', 'mate', 'cos', 'meeting', 'today', 'mah', 'im', 'askin', 'ã¼', 'leaving', 'earlier', 'wat', 'mah', 'cos', 'mayb', 'ã¼', 'haf', 'walk', 'v', 'far']"
654,"Remember all those whom i hurt during days of satanic imposter in me.need to pay a price,so be it.may destiny keep me going and as u said pray that i get the mind to get over the same.",False,,remember all those whom i hurt during days of satanic imposter in meneed to pay a priceso be itmay destiny keep me going and as u said pray that i get the mind to get over the same,"['remember', 'hurt', 'days', 'satanic', 'imposter', 'meneed', 'pay', 'priceso', 'itmay', 'destiny', 'keep', 'going', 'u', 'said', 'pray', 'get', 'mind', 'get']"
655,Was the actual exam harder than NBME,False,,was the actual exam harder than nbme,"['actual', 'exam', 'harder', 'nbme']"
656,"Thk shld b can... Ya, i wana go 4 lessons... Haha, can go for one whole stretch...",False,,thk shld b can ya i wana go 4 lessons haha can go for one whole stretch,"['thk', 'shld', 'b', 'ya', 'wana', 'go', '4', 'lessons', 'haha', 'go', 'one', 'whole', 'stretch']"
657,WINNER! As a valued network customer you hvae been selected to receive a Â£900 reward! To collect call 09061701444. Valid 24 hours only. ACL03530150PM,True,,winner as a valued network customer you hvae been selected to receive a â900 reward to collect call 09061701444 valid 24 hours only acl03530150pm,"['winner', 'valued', 'network', 'customer', 'hvae', 'selected', 'receive', 'â900', 'reward', 'collect', 'call', '09061701444', 'valid', '24', 'hours', 'acl03530150pm']"
658,My slave! I want you to take 2 or 3 pictures of yourself today in bright light on your cell phone! Bright light!,False,,my slave i want you to take 2 or 3 pictures of yourself today in bright light on your cell phone bright light,"['slave', 'want', 'take', '2', '3', 'pictures', 'today', 'bright', 'light', 'cell', 'phone', 'bright', 'light']"
659,In da car park,False,,in da car park,"['da', 'car', 'park']"
660,If you hear a loud scream in about &lt;#&gt; minutes its cause my Gyno :/,False,,if you hear a loud scream in about ltgt minutes its cause my gyno ,"['hear', 'loud', 'scream', 'ltgt', 'minutes', 'cause', 'gyno']"
661,"Sounds gd... Haha... Can... Wah, u yan jiu so fast liao...",False,,sounds gd haha can wah u yan jiu so fast liao,"['sounds', 'gd', 'haha', 'wah', 'u', 'yan', 'jiu', 'fast', 'liao']"
662,"Yo my trip got postponed, you still stocked up?",False,,yo my trip got postponed you still stocked up,"['yo', 'trip', 'got', 'postponed', 'still', 'stocked']"
663,I'm turning off my phone. My moms telling everyone I have cancer. And my sister won't stop calling. It hurts to talk. Can't put up with it. See u when u get home. Love u,False,,im turning off my phone my moms telling everyone i have cancer and my sister wont stop calling it hurts to talk cant put up with it see u when u get home love u,"['im', 'turning', 'phone', 'moms', 'telling', 'everyone', 'cancer', 'sister', 'wont', 'stop', 'calling', 'hurts', 'talk', 'cant', 'put', 'see', 'u', 'u', 'get', 'home', 'love', 'u']"
664,"Beautiful tomorrow never comes.. When it comes, it's already TODAY.. In the hunt of beautiful tomorrow don't waste your wonderful TODAY.. GOODMORNING:)",False,,beautiful tomorrow never comes when it comes its already today in the hunt of beautiful tomorrow dont waste your wonderful today goodmorning,"['beautiful', 'tomorrow', 'never', 'comes', 'comes', 'already', 'today', 'hunt', 'beautiful', 'tomorrow', 'dont', 'waste', 'wonderful', 'today', 'goodmorning']"
665,Sorry da..today i wont come to play..i have driving clas..,False,,sorry datoday i wont come to playi have driving clas,"['sorry', 'datoday', 'wont', 'come', 'playi', 'driving', 'clas']"
666,"Haha, just what I was thinkin",False,,haha just what i was thinkin,"['haha', 'thinkin']"
667,Ok . . now i am in bus. . If i come soon i will come otherwise tomorrow,False,,ok   now i am in bus  if i come soon i will come otherwise tomorrow,"['ok', 'bus', 'come', 'soon', 'come', 'otherwise', 'tomorrow']"
668,Ok . . now i am in bus. . If i come soon i will come otherwise tomorrow,False,,ok   now i am in bus  if i come soon i will come otherwise tomorrow,"['ok', 'bus', 'come', 'soon', 'come', 'otherwise', 'tomorrow']"
669,But i juz remembered i gotta bathe my dog today..,False,,but i juz remembered i gotta bathe my dog today,"['juz', 'remembered', 'got', 'ta', 'bathe', 'dog', 'today']"
670,I dont have i shall buy one dear,False,,i dont have i shall buy one dear,"['dont', 'shall', 'buy', 'one', 'dear']"
671,"""alright babe, justthought iÂ’d sayhey! how u doin?nearly the endof me wk offdam nevamind!We will have 2Hook up sn if uwant m8? loveJen x.""",False,,alright babe justthought iâd sayhey how u doinnearly the endof me wk offdam nevamindwe will have 2hook up sn if uwant m8 lovejen x,"['alright', 'babe', 'justthought', 'iâd', 'sayhey', 'u', 'doinnearly', 'endof', 'wk', 'offdam', 'nevamindwe', '2hook', 'sn', 'uwant', 'm8', 'lovejen', 'x']"
672,Aslamalaikkum....insha allah tohar beeen muht albi mufti mahfuuz...meaning same here....,False,,aslamalaikkuminsha allah tohar beeen muht albi mufti mahfuuzmeaning same here,"['aslamalaikkuminsha', 'allah', 'tohar', 'beeen', 'muht', 'albi', 'mufti', 'mahfuuzmeaning']"
673,But you dint in touch with me.,False,,but you dint in touch with me,"['dint', 'touch']"
674,Leave it de:-). Start Prepare for next:-)..,False,,leave it de start prepare for next,"['leave', 'de', 'start', 'prepare', 'next']"
675,What pa tell me.. I went to bath:-),False,,what pa tell me i went to bath,"['pa', 'tell', 'went', 'bath']"
676,"Sorry pa, i dont knw who ru pa?",False,,sorry pa i dont knw who ru pa,"['sorry', 'pa', 'dont', 'knw', 'ru', 'pa']"
677,"Call me da, i am waiting for your call.",False,,call me da i am waiting for your call,"['call', 'da', 'waiting', 'call']"
678,First has she gained more than  &lt;#&gt; kg since she took in. Second has she done the blood sugar tests. If she has and its ok and her blood pressure is within normal limits then no worries,False,,first has she gained more than  ltgt kg since she took in second has she done the blood sugar tests if she has and its ok and her blood pressure is within normal limits then no worries,"['first', 'gained', 'ltgt', 'kg', 'since', 'took', 'second', 'done', 'blood', 'sugar', 'tests', 'ok', 'blood', 'pressure', 'within', 'normal', 'limits', 'worries']"
679,Mmm thats better now i got a roast down me! iÂ’d b better if i had a few drinks down me 2! Good indian?,False,,mmm thats better now i got a roast down me iâd b better if i had a few drinks down me 2 good indian,"['mmm', 'thats', 'better', 'got', 'roast', 'iâd', 'b', 'better', 'drinks', '2', 'good', 'indian']"
680,Jus finish my lunch on my way home lor... I tot u dun wan 2 stay in sch today...,False,,jus finish my lunch on my way home lor i tot u dun wan 2 stay in sch today,"['jus', 'finish', 'lunch', 'way', 'home', 'lor', 'tot', 'u', 'dun', 'wan', '2', 'stay', 'sch', 'today']"
681,Yeah get the unlimited,False,,yeah get the unlimited,"['yeah', 'get', 'unlimited']"
682,"Mon okie lor... Haha, best is cheap n gd food la, ex oso okie... Depends on whether wana eat western or chinese food... Den which u prefer...",False,,mon okie lor haha best is cheap n gd food la ex oso okie depends on whether wana eat western or chinese food den which u prefer,"['mon', 'okie', 'lor', 'haha', 'best', 'cheap', 'n', 'gd', 'food', 'la', 'ex', 'oso', 'okie', 'depends', 'whether', 'wana', 'eat', 'western', 'chinese', 'food', 'den', 'u', 'prefer']"
683,Feel Yourself That You Are Always Happy.. Slowly It Becomes Your Habit &amp; Finally It Becomes Part Of Your Life.. Follow It.. Happy Morning &amp; Have A Happy Day:),False,,feel yourself that you are always happy slowly it becomes your habit amp finally it becomes part of your life follow it happy morning amp have a happy day,"['feel', 'always', 'happy', 'slowly', 'becomes', 'habit', 'amp', 'finally', 'becomes', 'part', 'life', 'follow', 'happy', 'morning', 'amp', 'happy', 'day']"
684,No probs hon! How u doinat the mo?,False,,no probs hon how u doinat the mo,"['probs', 'hon', 'u', 'doinat', 'mo']"
685,"K I'll head out in a few mins, see you there",False,,k ill head out in a few mins see you there,"['k', 'ill', 'head', 'mins', 'see']"
686,I thk 50 shd be ok he said plus minus 10.. Did Ã¼ leave a line in between paragraphs?,False,,i thk 50 shd be ok he said plus minus 10 did ã¼ leave a line in between paragraphs,"['thk', '50', 'shd', 'ok', 'said', 'plus', 'minus', '10', 'ã¼', 'leave', 'line', 'paragraphs']"
687,"Hmmm... Guess we can go 4 kb n power yoga... Haha, dunno we can tahan power yoga anot... Thk got lo oso, forgot liao...",False,,hmmm guess we can go 4 kb n power yoga haha dunno we can tahan power yoga anot thk got lo oso forgot liao,"['hmmm', 'guess', 'go', '4', 'kb', 'n', 'power', 'yoga', 'haha', 'dunno', 'tahan', 'power', 'yoga', 'anot', 'thk', 'got', 'lo', 'oso', 'forgot', 'liao']"
688,Hi da:)how is the todays class?,False,,hi dahow is the todays class,"['hi', 'dahow', 'todays', 'class']"
689,Cramps stopped. Going back to sleep,False,,cramps stopped going back to sleep,"['cramps', 'stopped', 'going', 'back', 'sleep']"
690,R u here yet? I'm wearing blue shirt n black pants.,False,,r u here yet im wearing blue shirt n black pants,"['r', 'u', 'yet', 'im', 'wearing', 'blue', 'shirt', 'n', 'black', 'pants']"
691,There's someone here that has a year  &lt;#&gt;  toyota camry like mr olayiwola's own. Mileage is  &lt;#&gt; k.its clean but i need to know how much will it sell for. If i can raise the dough for it how soon after landing will it sell. Holla back.,False,,theres someone here that has a year  ltgt  toyota camry like mr olayiwolas own mileage is  ltgt kits clean but i need to know how much will it sell for if i can raise the dough for it how soon after landing will it sell holla back,"['theres', 'someone', 'year', 'ltgt', 'toyota', 'camry', 'like', 'mr', 'olayiwolas', 'mileage', 'ltgt', 'kits', 'clean', 'need', 'know', 'much', 'sell', 'raise', 'dough', 'soon', 'landing', 'sell', 'holla', 'back']"
692,Yunny... I'm goin to be late,False,,yunny im goin to be late,"['yunny', 'im', 'goin', 'late']"
693,So dont use hook up any how,False,,so dont use hook up any how,"['dont', 'use', 'hook']"
694,"Got hella gas money, want to go on a grand nature adventure with galileo in a little bit?",False,,got hella gas money want to go on a grand nature adventure with galileo in a little bit,"['got', 'hella', 'gas', 'money', 'want', 'go', 'grand', 'nature', 'adventure', 'galileo', 'little', 'bit']"
695,Are you planning to come chennai?,False,,are you planning to come chennai,"['planning', 'come', 'chennai']"
